anon_id,gender,birth_year,native_language,language_used_at_home,language_used_at_home_now,non_native_language_1,yrs_of_study_lang1,study_in_classroom_lang1,ways_of_study_lang1,non_native_language_2,yrs_of_study_lang2,study_in_classroom_lang2,ways_of_study_lang2,non_native_language_3,yrs_of_study_lang3,study_in_classroom_lang3,ways_of_study_lang3,createddate,modifieddate,course_history
cw6,Male,1986,Korean,Korean,Korean,Japanese,less than 1 year,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2009-10-15 14:06:07,2010-02-18 10:06:47,555;556;557;558;559;632;633;634;635;636;695;696;697;699
cy5,Female,1957,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,Japanese,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese;Studied pronunciation;Practiced reading aloud;Wrote paragrphs/essays,,,0,other,2009-10-15 14:09:10,2009-10-15 14:18:17,557;558;559;596;597;614;615;622;623;631;721;722;733;734;737;774;786;792;793;795
cs0,Male,1983,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Teacher spoke to me in English;Wrote paragrphs/essays,,,0,other,,,0,other,2009-10-15 14:09:35,2010-02-16 10:10:47,555;556;557;558;559;617;618;619;620;621;695;696;697;698;699
au3,Female,1974,Chinese,Chinese,Chinese,,,,,,,,,,,,,2009-10-15 14:11:05,2009-10-15 14:13:02,555;556;557;559;601;615
cb5,Male,1983,Vietnamese,Vietnamese,Vietnamese;English,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-10-15 14:26:30,2009-10-15 14:30:51,557;558;571;708;731;732
dv4,Male,1991,Turkish,Turkish,Turkish;English,German,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,English,1-2 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs),,,0,other,2009-10-15 15:06:33,2009-10-15 15:13:45,562;563;564;596;597
eo9,Male,1983,Chinese,Chinese,Chinese,English,1-2 years,0,Studied by myself,,,0,other,,,0,other,2009-10-15 15:06:39,2009-10-15 15:09:32,562;563
bg5,Male,1967,Turkish,Turkish,Turkish;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Hebrew,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Hebrew;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2009-10-15 15:06:40,2009-10-15 15:12:07,561;562;563;570;574;648
bt8,Female,1972,Spanish,Spanish,Spanish;English,English,3-5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-10-15 15:06:41,2009-10-15 15:12:06,562;563;564;596;597
ch0,Female,1976,Spanish,Spanish,Spanish;English,English,1-2 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2009-10-15 15:06:41,2010-02-18 10:25:09,555;556;559;562;563;632;633;634;635;636
cs5,Male,1989,Chinese,Chinese;English,Chinese;English,Chinese,3-5 years,1,Studied grammar;Had a native-speaker teacher;Teacher spoke to me in Chinese;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2009-10-15 15:06:55,2010-11-19 11:21:45,562;563;564;596;597;601;612;615;616;623;719;722;734;737;756;917;918;919;920;921
dj9,Male,1986,Arabic,Arabic;English,Arabic;English,English,3-5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English,,,0,other,,,0,other,2009-10-15 15:07:14,2010-02-18 10:04:29,562;563;564;596;597;632;633;634;635;636;690;692;693;694;701;752;758;797;798
bv9,Male,1986,Korean,Korean,English;Korean,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud,,,0,other,,,0,other,2009-10-15 15:07:18,2010-02-18 10:08:38,560;561;562;563;564;632;633;634;635;636;679;687;698;699;701;754;755;758;806
bc2,Female,1973,Japanese,Japanese,Japanese,English,more than 5 years,1,Studied grammar;Studied vocabulary,French,3-5 years,1,Studied grammar;Studied vocabulary,,,0,other,2009-10-15 15:07:20,2009-10-15 15:15:15,511;523;562;563;580
gc0,Male,1990,Arabic,Arabic,Arabic,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-10-15 15:07:28,2009-10-15 15:12:43,560;561;562;563;564;632;633;634;635;636;677;680;696;697;699
cp6,Male,1990,Arabic,Arabic,English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-10-15 15:07:38,2010-02-18 10:04:32,562;563;564;596;597;632;633;634;635;636;695;696;699
gy1,Male,1982,Thai,Thai,Thai,English,1-2 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation,,,0,other,,,0,other,2009-10-15 15:07:39,2010-02-18 10:05:16,560;561;562;563;564;632;633;634;635;636;677;679;696;698;699;754;756;797;798
ha9,Male,1975,Turkish,Turkish,Turkish,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2009-10-15 15:07:42,2009-10-15 15:15:46,560;561;562;563;564;608;617;619;620;621
dp7,Male,1977,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in English,,,0,other,,,0,other,2009-10-15 15:11:12,2010-02-18 10:15:59,562;563;564;596;597;632;633;634;635;636;677;699;701
el7,Female,1986,Other,Russian;Georgian,Georgian,Russian,3-5 years,1,Studied grammar;Teacher corrected my mistakes,English,3-5 years,1,Studied grammar;Studied pronunciation;Teacher corrected my mistakes,,,0,other,2009-10-16 14:07:36,2010-02-22 10:08:52,571;579;592;593;645;646
ex6,Female,1973,Hebrew,Russian;Hebrew,Hebrew;Russian;English,French,1-2 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in French;Teacher corrected my mistakes,Arabic,less than 1 year,1,Practiced speaking in class,,,0,other,2009-11-13 12:04:27,2009-11-13 12:09:37,561;570;574
ar8,Female,1985,Chinese,Chinese;German,Chinese,German,1-2 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2009-11-13 12:05:51,2010-02-15 10:07:51,561;570;572;573;574;600;618;637;639;640
en4,Male,1978,Arabic,Arabic,Arabic;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English,,,0,other,,,0,other,2009-11-13 12:05:52,2009-11-13 12:10:09,465;466;467;468;469;517;523;524;525;526;574;585;586
fo2,Female,1984,Chinese,Chinese;Taiwanese,Chinese;Taiwanese,Japanese,less than 1 year,0,Studied by myself,,,0,other,,,0,other,2009-11-13 12:06:08,2009-11-13 12:08:42,570;571;572;573;574
gc3,Female,1985,Spanish,Spanish,Spanish,French,3-5 years,0,Studied by myself;I lived in a country where they spoke French,,,0,other,,,0,other,2010-02-15 10:07:22,2010-02-15 10:10:42,600;637;638;639;640
cv8,Male,1985,Arabic,Arabic,Arabic;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Spanish,less than 1 year,0,Studied by myself;I learned from my friend who is a native speaker,,,0,other,2010-02-15 10:07:35,2010-02-15 10:10:48,600;618;637;639;640;673;699
ah5,Female,1976,Portuguese,Portuguese,Portuguese;English,English,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-15 10:07:56,2010-02-15 10:11:08,600;637;638;639;640
et8,Male,1977,Arabic,Arabic;English,Arabic;English,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2010-02-15 10:09:23,2010-02-15 10:12:53,560;561;564;572;573;600;622;623;631;639;690;691;694
dg6,Female,1975,Spanish,Spanish,Spanish;English,Italian,less than 1 year,0,Studied by myself;I lived in a country where they spoke Italian,,,0,other,,,0,other,2010-02-15 11:03:33,2010-02-15 11:07:01,641;642;643;644;645
by2,Male,1988,Chinese,Chinese;English,Chinese,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Japanese,less than 1 year,0,Studied by myself,,,0,other,2010-02-15 11:04:04,2010-02-15 11:07:26,622;623;631;643;644
by3,Male,1987,Thai,Thai,Thai;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-15 11:04:18,2010-02-15 11:08:01,622;631;642;643;644
au5,Female,1989,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher corrected my mistakes,Chinese,1-2 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2010-02-15 11:04:32,2010-02-15 11:10:10,621;632;633;643;644;690;691;692;693;694;754;756
aa0,Male,1984,Spanish,Spanish,English;Spanish,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,,,0,other,,,0,other,2010-02-15 11:05:51,2010-02-15 11:08:10,641;642;643;644;645
ai7,Male,1990,Arabic,English,Arabic;English,,,,,,,,,,,,,2010-02-15 11:14:14,2010-02-15 11:48:05,622;623;630;631;643
du3,Male,1979,Arabic,Arabic,Arabic;English,English,less than 1 year,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-16 10:07:05,2010-02-16 10:09:56,617;618;619;620;621;690;694;701
gz5,Female,1990,Chinese,Chinese,Chinese,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-16 10:07:18,2010-02-16 10:10:50,617;618;619;620;621
gn2,Female,1977,Other,Hindi,Hindi,Hindi,more than 5 years,0,I lived in a country where they spoke hindi,,,0,other,,,0,other,2010-02-16 10:07:22,2010-02-16 10:11:34,619;620
bt7,Male,1991,Arabic,Arabic,English,English,less than 1 year,0,Studied by myself,,,0,other,,,0,other,2010-02-16 10:07:29,2010-02-16 10:11:30,619;620;649;650;651;672;673;676;692;693;733;734;753
ge1,Female,1983,Arabic,Arabic,Arabic;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-16 10:07:33,2010-02-16 10:11:49,612;613;616;619;620
ge5,Male,1986,Spanish,Spanish,English;Spanish,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-16 10:07:38,2010-02-16 10:14:48,617;618;619;620;621
bq8,Male,1984,Korean,Korean,English;Korean,,,,,,,,,,,,,2010-02-16 10:07:43,2010-02-16 10:10:21,619;620;637;638;640;697;698
ct9,Female,1972,Turkish,Turkish,Turkish;English,German,1-2 years,0,I learned from my friend who is a native speaker;I lived in a country where they spoke German,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2010-02-16 10:07:53,2010-02-16 10:15:40,619;623
bq3,Male,1976,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes,French,less than 1 year,1,Studied grammar;Studied vocabulary;Teacher spoke to me in French;Studied pronunciation,,,0,other,2010-02-16 10:08:00,2010-02-16 10:13:46,617;618;619;620;621;690;691;692;693;694;756;757;758
cs7,Female,1988,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-16 10:08:43,2010-02-16 10:15:12,607;618;619;620;631;677;694;696;697;698;749;750;752
do1,Male,1990,Arabic,Arabic,English;Arabic,English,less than 1 year,1,Studied grammar,Indonesian,none,0,I learned from my friend who is a native speaker,,,0,other,2010-02-16 10:11:23,2010-11-19 11:20:52,607;608;610;619;651;682;683;705;706;707;741;758;759;760;761;797;798;799;800;801;878;879;880;881;882
db7,Male,1991,Russian,Russian,Russian,,,,,,,,,,,,,2010-02-16 11:05:53,2010-02-16 11:07:11,601;630
bd1,Female,1981,Italian,Italian,Italian,English,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays,Spanish,less than 1 year,1,Studied grammar,French,less than 1 year,0,Studied by myself,2010-02-16 11:06:09,2010-02-16 11:14:08,601;642
gx8,Male,1981,Arabic,Arabic,Arabic,English,1-2 years,1,Studied grammar;Studied vocabulary;Teacher spoke to me in English,,,0,other,,,0,other,2010-02-16 11:06:11,2010-02-16 11:09:55,601;622;623;630;631;690;691;692;693;694;754;755
fy6,Female,1992,Spanish,Spanish,Spanish;English,,,,,,,,,,,,,2010-02-16 11:06:24,2010-02-16 11:09:17,601;612;616;623;630
cf0,Male,1992,Chinese,Chinese;English;Italian,Chinese;English;Italian,Italian,less than 1 year,0,I lived in a country where they spoke Italian,,,0,other,,,0,other,2010-02-16 11:06:25,2010-11-11 10:17:20,601;617;618;630;636;690;691;751
fq8,Female,1963,Japanese,Japanese,Japanese,,,,,,,,,,,,,2010-02-16 11:06:34,2010-02-16 11:09:22,575;579;601;630
fe0,Male,1974,Other,Czech,English,Russian,3-5 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Russian;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,Polish,1-2 years,0,I learned from my friend who is a native speaker,,,0,other,2010-02-16 11:06:34,2010-02-16 11:11:08,601;615;622;623;631
bs3,Female,1965,Korean,Korean,Korean;English,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,German,1-2 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2010-02-18 10:02:58,2010-02-18 10:07:30,571;634
eb6,Male,1992,Chinese,Chinese;English,Chinese,English,3-5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-18 10:03:44,2010-11-11 10:16:20,607;633;634;635;651;687;691;751
gk5,Male,1979,Korean,Korean,Korean,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Japanese,less than 1 year,0,Studied by myself,,,0,other,2010-02-18 10:04:10,2010-02-18 10:09:36,632;633;634;635;636;690;691;692;693;694;755;798
bf2,Male,1989,Chinese,Chinese,Chinese,English,more than 5 years,0,Studied by myself;I learned from my friend who is a native speaker,,,0,other,,,0,other,2010-02-18 10:11:33,2010-11-12 10:20:39,632;633;634;635;636;759;760;761;762;763;807
dx4,Female,1987,Turkish,Turkish;English,Turkish,English,1-2 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-19 10:05:14,2010-02-19 10:10:11,607;608;609;610;611;682;683;684;685;686;803;806
ap8,Male,1986,Chinese,Chinese;English,Chinese,English,3-5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Chinese,more than 5 years,0,I lived in a country where they spoke Chinese,,,0,other,2010-02-19 10:05:30,2010-02-19 10:11:00,607;608;609;610;611;687;688;705;706;707;850;851;852;853;854;912;913;915;924;926;996;1015
ai2,Female,1970,Chinese,Chinese,Chinese,English,more than 5 years,0,Studied by myself,,,0,other,,,0,other,2010-02-19 10:05:39,2010-02-19 10:11:25,609;610
fe3,Female,1979,Portuguese,Portuguese;English,Portuguese;English,English,1-2 years,1,Worked in pairs/groups;Practiced speaking in class,,,0,other,,,0,other,2010-02-19 10:06:18,2010-02-19 10:13:49,607;608;609;610;611;674;675;682;683;707
am7,Male,1983,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs),,,0,other,,,0,other,2010-02-19 10:06:23,2010-11-11 10:17:23,609;610;611;649;650;679;680;681;687;688;730;731;732;749;751;791;802;803;805;812;878
fh1,Male,1989,Arabic,Arabic;English,English;Arabic,English,3-5 years,1,Studied grammar;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,,,0,other,2010-02-19 10:06:24,2010-11-19 11:26:03,607;608;609;610;611;682;683;684;685;686;742;754;755;756;757;807;808
dx3,Male,1988,Arabic,Arabic;English,Arabic;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-19 10:06:25,2010-11-23 10:15:08,609;610;611;649;650;708;729;730;731;747;798;819
ba3,Female,1980,Chinese,Chinese,Chinese,English,more than 5 years,1,Studied grammar;Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes,Japanese,less than 1 year,1,Studied vocabulary;Studied pronunciation;Teacher corrected my mistakes,,,0,other,2010-02-19 10:06:39,2010-02-19 10:12:03,609;610;611;612;613;687;688;705;706;707
cl6,Female,1985,Chinese,Chinese;English,Chinese;English;Japanese,Chinese,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Chinese;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2010-02-19 10:06:50,2010-11-12 10:21:35,609;610;649;650;651;677;678;705;706;707;759;760;761;762;763
fv4,Male,1978,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Teacher spoke to me in English;Teacher corrected my mistakes,,,0,other,,,0,other,2010-02-19 10:08:10,2010-11-11 10:20:16,607;608;609;610;611;682;683;705;706;707;729;731;732;750;751;787;800;801
af2,Male,1970,Portuguese,Portuguese;Makwa,Portuguese;Makwa,Italian,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Italian;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Spanish,less than 1 year,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Teacher spoke to me in Spanish;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2010-02-19 10:08:13,2010-02-19 10:17:40,609;610;617;618;621
em5,Female,1982,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,French,1-2 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes,,,0,other,2010-02-19 10:10:25,2010-02-19 10:18:56,607;608;609;610;611;679;680;681;687;688;733;734;737;756;757;792;793;796
ac2,Female,1981,Arabic,Arabic,Arabic;English,English,1-2 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-19 10:12:40,2010-02-19 10:21:23,609;610;651;679;680;681
cg0,Male,1977,French,French;Arabic;Pular,English,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,Spanish,less than 1 year,0,Studied by myself;I lived in a country where they spoke Spanish,Wolof,less than 1 year,0,I lived in a country where they spoke wolof,2010-02-19 10:14:11,2010-02-19 10:24:30,609
gk4,Male,1991,Arabic,Arabic,Arabic,English,more than 5 years,1,Studied grammar;Studied vocabulary;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-19 11:47:39,2010-11-12 10:20:59,612;613;614;615;651;679;687;688;706;707;759;760;761;762;763
bw5,Male,1977,Arabic,Arabic;English,Arabic;English,Arabic,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in Arabic;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,English,more than 5 years,1,Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,2010-02-19 11:48:20,2010-11-23 10:35:41,607;608;614;615;616;666;677;678;708
bj2,Male,1978,Spanish,Spanish,English,Greek,1-2 years,0,Studied by myself,,,0,other,,,0,other,2010-02-19 11:48:29,2010-11-19 11:22:49,614;615;649;650;651;678;679;680;681;687;753;756;757;802;803;804;805;806;879
dw9,Female,1986,Turkish,Turkish,Turkish;English,English,less than 1 year,1,Studied grammar;Had a native-speaker teacher;Practiced speaking in class,,,0,other,,,0,other,2010-02-19 11:50:53,2010-02-19 11:55:35,613;614;615;616;771;777;779
gl7,Female,1982,Arabic,Arabic;English,Arabic;English,English,more than 5 years,1,Studied grammar;Studied vocabulary,,,0,other,,,0,other,2010-02-19 11:51:02,2010-02-19 11:57:53,612;614;616
fm5,Male,1991,Arabic,Arabic,Arabic,Arabic,more than 5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Arabic;Teacher corrected my mistakes;Wrote paragrphs/essays,English,more than 5 years,0,Studied by myself,,,0,other,2010-02-19 11:51:13,2010-02-19 11:55:22,614;615;649;650;651;679;681;682;683;706;754;755;758;802;803;806
cy3,Male,1984,Arabic,Arabic,Arabic,Arabic,more than 5 years,1,Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Arabic;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-19 11:52:25,2010-02-19 11:55:38,612;613;614;615;616;682;683;684;685;686
aq9,Male,1983,Arabic,Arabic,English,,,,,,,,,,,,,2010-02-19 11:53:24,2010-02-19 11:55:23,614;615;649;650;651;672;673;676;684;685
bg0,Male,1986,Arabic,Arabic;English,Arabic;English,,,,,,,,,,,,,2010-02-19 11:54:02,2010-02-19 11:55:46,614;615;649;650;651;672;673;674;675;676
ez6,Female,1977,Arabic,Arabic,Arabic,English,3-5 years,1,Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays,,,0,other,,,0,other,2010-02-19 11:54:25,2010-11-12 10:24:45,612;614;623;630;636;674;677;691;693;694;753;754;760;761;762;802;812
dp2,Female,1970,Turkish,Turkish,Turkish,,,,,,,,,,,,,2010-02-19 11:56:16,2010-02-19 11:58:56,612;614;615;616;623;681;687;691;705;706;751;752;753;759;799;807;810;811
